,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
20,20,0.906,0.92395383,0.91,0.908208,0.20268688,100.0,0.0031510338,1,session_2,14,3,Zhou 2016,TANG+SVM
0,0,0.964,0.92415583,0.91,0.90825814,33.9265,100.0,0.6333432,2,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,1,0.97283953,0.96181816,0.95555556,0.95520896,31.249641,90.0,0.5830501,2,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,2,0.988,0.9451515,0.94,0.93974787,34.32261,100.0,0.63482505,2,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,3,0.974,0.9094483,0.9,0.89918417,0.28735885,100.0,0.0042235935,2,session_0,14,3,Zhou 2016,Cov+EN
4,4,1.0,0.9818182,0.9777778,0.9775,0.18854003,90.0,0.0028673008,2,session_1,14,3,Zhou 2016,Cov+EN
5,5,0.982,0.9451515,0.94,0.93974787,0.17866397,100.0,0.0027000327,2,session_2,14,3,Zhou 2016,Cov+EN
6,6,0.938,0.9227273,0.9,0.8963895,0.52174056,100.0,0.007845552,2,session_0,14,3,Zhou 2016,CSP+LDA
7,7,0.9580247,0.96363634,0.95555556,0.955,0.31300983,90.0,0.0044162315,2,session_1,14,3,Zhou 2016,CSP+LDA
8,8,0.98,0.9727273,0.97,0.9699248,0.32045284,100.0,0.0044948994,2,session_2,14,3,Zhou 2016,CSP+LDA
9,9,0.978,0.9469697,0.94,0.93969774,195.83163,100.0,3.7376406,2,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,10,1.0,0.99,0.98888886,0.98885447,179.35245,90.0,3.4287887,2,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,11,0.984,0.95272726,0.95,0.9499248,192.2593,100.0,3.674557,2,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,12,0.948,0.9000966,0.89,0.88859695,0.14937921,100.0,0.0020349254,2,session_0,14,3,Zhou 2016,FgMDM
13,13,1.0,0.99,0.98888886,0.98885447,0.14438519,90.0,0.0018961813,2,session_1,14,3,Zhou 2016,FgMDM
14,14,0.976,0.9560606,0.95,0.94972277,0.14326453,100.0,0.0019194279,2,session_2,14,3,Zhou 2016,FgMDM
15,15,0.95,0.92415583,0.91,0.90825814,0.12849078,100.0,0.001727141,2,session_0,14,3,Zhou 2016,MDM
16,16,0.9851852,0.96181816,0.95555556,0.95520896,0.12771997,90.0,0.0017125919,2,session_1,14,3,Zhou 2016,MDM
17,17,0.98,0.95272726,0.95,0.9499248,0.1284186,100.0,0.0017532258,2,session_2,14,3,Zhou 2016,MDM
18,18,0.97,0.9187413,0.91,0.9092593,0.29821214,100.0,0.004392867,2,session_0,14,3,Zhou 2016,TANG+SVM
19,19,1.0,0.99,0.98888886,0.98885447,0.19562721,90.0,0.0029457032,2,session_1,14,3,Zhou 2016,TANG+SVM
20,20,0.968,0.95272726,0.95,0.9499248,0.20082402,100.0,0.0030354145,2,session_2,14,3,Zhou 2016,TANG+SVM
0,0,0.956,0.90323234,0.9,0.8997995,33.768078,100.0,0.642079,3,session_0,14,3,Zhou 2016,ACM+MDM(Grid)
1,1,0.9329091,0.85959595,0.8527273,0.8509349,34.15398,101.0,0.6496311,3,session_1,14,3,Zhou 2016,ACM+MDM(Grid)
2,2,0.964,0.90141416,0.9,0.89984965,33.764027,100.0,0.64189094,3,session_2,14,3,Zhou 2016,ACM+MDM(Grid)
3,3,0.996,0.9727273,0.97,0.9699248,0.2729838,100.0,0.0040585264,3,session_0,14,3,Zhou 2016,Cov+EN
4,4,0.9663636,0.91252524,0.9109091,0.91037595,0.19391584,101.0,0.0029991858,3,session_1,14,3,Zhou 2016,Cov+EN
5,5,0.994,0.9727273,0.97,0.9699248,0.3041574,100.0,0.004411611,3,session_2,14,3,Zhou 2016,Cov+EN
6,6,0.93,0.87874126,0.87,0.86925936,0.52346385,100.0,0.007995229,3,session_0,14,3,Zhou 2016,CSP+LDA
7,7,0.95836365,0.9175,0.91,0.90978295,0.30692196,101.0,0.004378862,3,session_1,14,3,Zhou 2016,CSP+LDA
8,8,0.994,0.9818182,0.98,0.9799499,0.32292256,100.0,0.0046726745,3,session_2,14,3,Zhou 2016,CSP+LDA
9,9,1.0,0.9560606,0.95,0.94972277,192.31361,100.0,3.7424324,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
10,10,0.96418184,0.8732323,0.8709091,0.8707337,196.65054,101.0,3.8262045,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
11,11,0.97,0.92141414,0.92,0.91984963,193.52132,100.0,3.767127,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(Grid)
12,12,0.992,0.9818182,0.98,0.9799499,0.14434132,100.0,0.0019824659,3,session_0,14,3,Zhou 2016,FgMDM
13,13,0.94454545,0.89502525,0.8909091,0.8899719,0.15865393,101.0,0.0022339474,3,session_1,14,3,Zhou 2016,FgMDM
14,14,0.974,0.8921212,0.89,0.88977444,0.15403156,100.0,0.0021342274,3,session_2,14,3,Zhou 2016,FgMDM
15,15,0.926,0.8818182,0.88,0.87994987,0.12668142,100.0,0.0017288165,3,session_0,14,3,Zhou 2016,MDM
16,16,0.9178182,0.85997033,0.8518182,0.84979844,0.13202366,101.0,0.0017730222,3,session_1,14,3,Zhou 2016,MDM
17,17,0.95,0.8437121,0.84,0.83939546,0.12843795,100.0,0.001727097,3,session_2,14,3,Zhou 2016,MDM
18,18,1.0,0.94848484,0.94,0.9395458,0.29365325,100.0,0.004364398,3,session_0,14,3,Zhou 2016,TANG+SVM
19,19,0.96236366,0.8832323,0.8809091,0.88030076,0.20321068,101.0,0.0031684893,3,session_1,14,3,Zhou 2016,TANG+SVM
20,20,0.976,0.92494947,0.92,0.9196977,0.19797254,100.0,0.003045304,3,session_2,14,3,Zhou 2016,TANG+SVM
0,0,0.8892677,0.8573733,0.84166664,0.8384695,534.7624,119.0,27.677027,1,session_0,14,3,Zhou 2016,ACM+MDM(MDOP)
1,1,0.91,0.87969255,0.87,0.8684967,446.97797,100.0,24.977554,1,session_1,14,3,Zhou 2016,ACM+MDM(MDOP)
2,2,0.858,0.8421717,0.83,0.8286626,449.60678,100.0,23.311075,1,session_2,14,3,Zhou 2016,ACM+MDM(MDOP)
3,3,0.9383838,0.8896698,0.875,0.8725707,537.4529,119.0,29.930689,1,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
4,4,0.926,0.8923188,0.88,0.87836987,447.784,100.0,30.298998,1,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
5,5,0.91,0.8930403,0.87,0.8667784,450.00967,100.0,24.383389,1,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
0,0,0.97,0.9441559,0.93,0.9282581,444.57718,100.0,20.962732,2,session_0,14,3,Zhou 2016,ACM+MDM(MDOP)
1,1,0.97037035,0.96181816,0.95555556,0.95520896,402.0004,90.0,17.047905,2,session_1,14,3,Zhou 2016,ACM+MDM(MDOP)
2,2,0.994,0.96363634,0.96,0.9598997,448.37256,100.0,22.455225,2,session_2,14,3,Zhou 2016,ACM+MDM(MDOP)
3,3,0.98,0.94055945,0.93,0.92920923,447.98038,100.0,22.867647,2,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
4,4,1.0,0.95363635,0.9444444,0.9438545,401.03397,90.0,18.739367,2,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
5,5,0.994,0.9727273,0.97,0.9699248,448.99835,100.0,23.401691,2,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
0,0,0.982,0.9234343,0.92,0.91984963,44.50221,100.0,0.8726686,3,session_0,14,3,Zhou 2016,ACM+MDM(MDOP)
1,1,0.93709093,0.8748485,0.8718182,0.871178,41.986366,101.0,0.8721489,3,session_1,14,3,Zhou 2016,ACM+MDM(MDOP)
2,2,0.974,0.90161616,0.9,0.8998997,46.186764,100.0,0.91363484,3,session_2,14,3,Zhou 2016,ACM+MDM(MDOP)
3,3,0.994,0.9560606,0.95,0.94972277,45.341354,100.0,0.8379104,3,session_0,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
4,4,0.9645454,0.914899,0.91,0.9101885,44.113552,101.0,0.8368291,3,session_1,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
5,5,0.992,0.93434346,0.93,0.9298246,41.905247,100.0,0.81707823,3,session_2,14,3,Zhou 2016,ACM+TGSP+SVM(MDOP)
0,0,0.9305556,0.8680708,0.85,0.84756774,19.097464,119.0,0.54930574,1,session_0,14,3,Zhou 2016,EEGNet_8_2
1,1,0.926,0.5116162,0.66,0.55989975,17.417576,100.0,0.54411495,1,session_1,14,3,Zhou 2016,EEGNet_8_2
2,2,0.962,0.9142968,0.9,0.89883024,23.53009,100.0,0.65693945,1,session_2,14,3,Zhou 2016,EEGNet_8_2
3,3,0.914899,0.7330002,0.7583333,0.7238288,18.620377,119.0,0.59571755,1,session_0,14,3,Zhou 2016,DeepConvNet
4,4,0.973,0.8149743,0.7,0.66405576,18.014812,100.0,0.58964473,1,session_1,14,3,Zhou 2016,DeepConvNet
5,5,0.99,0.87563133,0.8,0.7754694,21.899519,100.0,0.67116827,1,session_2,14,3,Zhou 2016,DeepConvNet
6,6,0.95126265,0.8925208,0.8833333,0.8820189,50.30934,119.0,1.6565217,1,session_0,14,3,Zhou 2016,ShallowConvNet
7,7,0.972,0.92676765,0.92,0.9196476,36.03652,100.0,1.1621763,1,session_1,14,3,Zhou 2016,ShallowConvNet
8,8,0.972,0.93449885,0.92,0.91888034,56.238037,100.0,1.8017256,1,session_2,14,3,Zhou 2016,ShallowConvNet
0,0,0.918,0.50050503,0.65,0.54987466,17.520273,100.0,0.5084692,2,session_0,14,3,Zhou 2016,EEGNet_8_2
1,1,0.9925926,0.9575,0.95555556,0.95541793,28.27674,90.0,0.89214903,2,session_1,14,3,Zhou 2016,EEGNet_8_2
2,2,0.978,0.8118182,0.86,0.8266165,24.542927,100.0,0.7542617,2,session_2,14,3,Zhou 2016,EEGNet_8_2
3,3,0.98,0.8669945,0.8,0.78240013,21.54213,100.0,0.6742075,2,session_0,14,3,Zhou 2016,DeepConvNet
4,4,0.99506176,0.9177778,0.8888889,0.8804867,24.31919,90.0,0.8029961,2,session_1,14,3,Zhou 2016,DeepConvNet
5,5,0.972,0.7626697,0.77,0.7255135,16.888783,100.0,0.52944744,2,session_2,14,3,Zhou 2016,DeepConvNet
6,6,0.992,0.92748916,0.91,0.90805614,52.66928,100.0,1.7337241,2,session_0,14,3,Zhou 2016,ShallowConvNet
7,7,1.0,0.9718182,0.96666664,0.9663545,19.96174,90.0,0.64267004,2,session_1,14,3,Zhou 2016,ShallowConvNet
8,8,0.998,0.9651515,0.96,0.95974785,30.271597,100.0,0.9856458,2,session_2,14,3,Zhou 2016,ShallowConvNet
0,0,1.0,0.9727273,0.97,0.9699248,95.739624,100.0,1.1151857,3,session_0,14,3,Zhou 2016,EEGNet_8_2
1,1,0.93854547,0.86358976,0.8445455,0.8398977,83.025764,101.0,0.9243489,3,session_1,14,3,Zhou 2016,EEGNet_8_2
2,2,0.934,0.8409857,0.79,0.76556736,65.92261,100.0,0.5971914,3,session_2,14,3,Zhou 2016,EEGNet_8_2
3,3,0.995,0.5640867,0.55,0.42785594,68.11719,100.0,0.8289266,3,session_0,14,3,Zhou 2016,DeepConvNet
4,4,0.87227273,0.69266194,0.6690909,0.5999006,65.01812,101.0,0.7604252,3,session_1,14,3,Zhou 2016,DeepConvNet
5,5,0.95,0.7910708,0.63,0.55761784,50.59606,100.0,0.47672504,3,session_2,14,3,Zhou 2016,DeepConvNet
6,6,0.986,0.9449495,0.94,0.93969774,138.92624,100.0,1.7179247,3,session_0,14,3,Zhou 2016,ShallowConvNet
7,7,0.9449091,0.8797047,0.8618182,0.8597703,50.909805,101.0,0.6025011,3,session_1,14,3,Zhou 2016,ShallowConvNet
8,8,0.96,0.9251515,0.92,0.9197478,133.75879,100.0,1.3300837,3,session_2,14,3,Zhou 2016,ShallowConvNet
