,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
1,1,0.7476562,0.69729036,0.69375,0.6913489,197.81384,160.0,70.64992,12,session_0,15,1,002-2014,ACM+TGSP+SVM(MDOP)
0,0,0.5640625,0.5212007,0.51875,0.51221687,198.47194,160.0,59.78462,13,session_0,15,1,002-2014,ACM+MDM(MDOP)
1,1,0.5859375,0.53866994,0.5375,0.5334194,198.28836,160.0,33.64143,13,session_0,15,1,002-2014,ACM+TGSP+SVM(MDOP)
0,0,0.44375,0.45087954,0.4625,0.44137836,200.02602,160.0,35.01149,14,session_0,15,1,002-2014,ACM+MDM(MDOP)
1,1,0.47421876,0.4228305,0.44375,0.42197752,204.8906,160.0,42.186275,14,session_0,15,1,002-2014,ACM+TGSP+SVM(MDOP)
0,0,0.9117187,0.827471,0.7875,0.77349365,35.84658,160.0,0.9916376,1,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.85546875,0.35925925,0.53125,0.38870433,18.881365,160.0,0.51762044,1,session_0,15,1,002-2014,DeepConvNet
2,2,0.8796875,0.8130094,0.80625,0.8052481,63.70695,160.0,1.7891862,1,session_0,15,1,002-2014,ShallowConvNet
0,0,0.91328126,0.86693895,0.85,0.84732604,32.09016,160.0,0.89875376,2,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.959375,0.25,0.5,0.33333334,17.590286,160.0,0.4808694,2,session_0,15,1,002-2014,DeepConvNet
2,2,0.96015626,0.89837134,0.88125,0.8786082,61.203167,160.0,1.7212439,2,session_0,15,1,002-2014,ShallowConvNet
0,0,1.0,1.0,1.0,1.0,115.738106,160.0,0.99952894,3,session_0,15,1,002-2014,EEGNet_8_2
1,1,1.0,0.9426646,0.925,0.922586,97.33237,160.0,0.9877416,3,session_0,15,1,002-2014,DeepConvNet
2,2,1.0,1.0,1.0,1.0,233.55563,160.0,2.453076,3,session_0,15,1,002-2014,ShallowConvNet
0,0,0.99375,0.86323375,0.76875,0.7317494,85.40256,160.0,0.84525794,4,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.97578126,0.83522505,0.7375,0.70987886,78.26738,160.0,0.8132233,4,session_0,15,1,002-2014,DeepConvNet
2,2,0.978125,0.8955182,0.8875,0.88687044,187.863,160.0,1.9773998,4,session_0,15,1,002-2014,ShallowConvNet
0,0,0.9421875,0.85812044,0.84375,0.8405296,123.331245,160.0,1.1913013,5,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.7859375,0.4711781,0.5625,0.4339011,63.65926,160.0,0.6618052,5,session_0,15,1,002-2014,DeepConvNet
2,2,0.8859375,0.77432305,0.76875,0.76781815,198.35292,160.0,2.0866292,5,session_0,15,1,002-2014,ShallowConvNet
0,0,0.83515626,0.75770307,0.74375,0.7390432,102.00757,160.0,1.0514476,6,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.8691406,0.46315137,0.54375,0.41058573,68.28088,160.0,0.71733266,6,session_0,15,1,002-2014,DeepConvNet
2,2,0.884375,0.84393376,0.8375,0.83671266,140.34268,160.0,1.4781053,6,session_0,15,1,002-2014,ShallowConvNet
0,0,0.9820312,0.9022661,0.89375,0.8929395,38.294083,160.0,0.7341242,7,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.9875,0.7757791,0.78125,0.7270256,30.170956,160.0,0.6271995,7,session_0,15,1,002-2014,DeepConvNet
2,2,0.98046875,0.94096404,0.9375,0.9373775,83.94065,160.0,1.8303065,7,session_0,15,1,002-2014,ShallowConvNet
0,0,0.7320312,0.6470068,0.6875,0.65139973,23.393171,160.0,0.4595906,8,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.9578125,0.82693154,0.75,0.72414136,27.659552,160.0,0.5722943,8,session_0,15,1,002-2014,DeepConvNet
2,2,0.90546876,0.9119243,0.89375,0.8918336,89.34742,160.0,1.9431823,8,session_0,15,1,002-2014,ShallowConvNet
0,0,0.9789063,0.9593954,0.95625,0.9561458,109.71788,160.0,0.90237796,9,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.9898437,0.9564706,0.95,0.94957876,115.08776,160.0,1.0743467,9,session_0,15,1,002-2014,DeepConvNet
2,2,0.990625,0.9613347,0.95625,0.9560225,192.18796,160.0,1.971952,9,session_0,15,1,002-2014,ShallowConvNet
0,0,0.7398437,0.658576,0.6,0.54819447,79.536064,160.0,0.80892223,10,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.80390626,0.2799963,0.4875,0.33657834,61.89472,160.0,0.63737655,10,session_0,15,1,002-2014,DeepConvNet
2,2,0.77421874,0.7257432,0.7125,0.70910746,70.09094,160.0,0.724596,10,session_0,15,1,002-2014,ShallowConvNet
0,0,0.9125,0.87690246,0.86875,0.8678821,109.80358,160.0,1.0967867,11,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.8882812,0.35,0.55,0.41666666,61.24314,160.0,0.6310746,11,session_0,15,1,002-2014,DeepConvNet
2,2,0.91875,0.8637704,0.85,0.8478962,69.86843,160.0,0.72250974,11,session_0,15,1,002-2014,ShallowConvNet
0,0,0.8382813,0.76650923,0.75,0.74598134,91.90825,160.0,0.8273018,12,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.83671874,0.55116844,0.56875,0.4599642,71.40303,160.0,0.7114197,12,session_0,15,1,002-2014,DeepConvNet
2,2,0.8226563,0.75230885,0.74375,0.7405937,164.20714,160.0,1.688882,12,session_0,15,1,002-2014,ShallowConvNet
0,0,0.4390625,0.39302835,0.4625,0.391069,53.455635,160.0,0.5606261,13,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.7140625,0.25,0.5,0.33333334,55.57622,160.0,0.5960451,13,session_0,15,1,002-2014,DeepConvNet
2,2,0.59765625,0.5843039,0.575,0.5671236,62.80337,160.0,0.6786345,13,session_0,15,1,002-2014,ShallowConvNet
0,0,0.58515626,0.5394536,0.525,0.49331003,40.33587,160.0,0.42538202,14,session_0,15,1,002-2014,EEGNet_8_2
1,1,0.6351563,0.25,0.5,0.33333334,53.035294,160.0,0.56898755,14,session_0,15,1,002-2014,DeepConvNet
2,2,0.6671875,0.64211017,0.6375,0.6311891,73.82563,160.0,0.79625064,14,session_0,15,1,002-2014,ShallowConvNet
